prediccion
23601.61790325948
23480.79118315746
21945.122547022183
21824.295826920177
21707.366742950486
21586.540022848465
21469.610938878774
21348.784218776767
21227.957498674747
21111.028414705055
20990.201694603034
20873.272610633343
20752.445890531337
20631.619170429316
20522.485358724283
20401.658638622263
20284.72955465257
19926.147030478853
19805.320310376832
19688.39122640714
19567.564506305134
19450.635422335443
19329.808702233422
19208.981982131416
19099.84817042637
18979.021450324348
18862.092366354656
18741.26564625265
18624.33656228296
18382.68312207893
18265.75403810924
18144.92731800722
17907.171513935507
17786.3447938335
17673.313345996125
17552.48662589412
17314.730821822406
17197.801737852715
17076.97501775071
16956.148297648688
16839.219213678996
16718.39249357699
16601.4634096073
16480.636689505278
16359.809969403272
